id,name,ar,zh,fi,fr,de,it,ko,fa,es,ru,ja,la,tr,el,he,hi,en
PGC 48392,Holmberg V,‎‎هولمبرج 5‎‎,霍姆伯格,NA,NA,NA,NA,홈버그 V,NA,NA,Холмберг V,NA,NA,NA,NA,NA,NA,NA
PGC 49448,Holmberg IV,‎‎هولمبرج 4‎‎,霍姆伯格,NA,NA,NA,NA,홈버그 IV,NA,NA,Холмберг IV,NA,NA,NA,NA,NA,NA,NA
PGC 49560,The Dentist's Chair,‎كرسي طبيب الأسنان‎,牙医的椅子,NA,NA,Zahnarztliege,NA,치과의사의 의자,NA,Silla del Dentista,Стоматологическое кресло,NA,NA,NA,NA,NA,NA,NA
PGC 50779,Circinus Galaxy,‎‎مجرة الفرجار‎‎,圆规座星系,Harpin galaksi,Galaxie du Compas,Circinus-Galaxie,Galassia del Compasso,컴퍼스자리 은하,کهکشان دوپرگار,Galaxia del Compás,Галактика Циркуля,コンパス座銀河,Circinus Galaxia,NA,NA,גלקסיית המחוגה,NA,NA
PGC 52283,Segner's Wheel,‎عجلة سيجنر‎,塞格纳轮盘星系,NA,Roue de Segner,Segners Rad,Ruota di Segner,세그너의 바퀴,NA,Rueda de Segner,Колесо Сергнера,NA,NA,NA,NA,NA,NA,NA
PGC 54074,Ursa Minor Dwarf Galaxy,‎‎مجرة الدب الأصغر القزمة‎‎,小熊座矮星系,Pienen karhun kääpiögalaksi,Galaxie naine de la Petite Ourse,Ursa Minor-Zwerggalaxie,Galassia Nana dell'Orsa Minore,작은곰자리 왜소 은하,کهکشان کوچک خرس کوچک,Galaxia Enana de Osa Menor,Карликовая галактика Малой Медведицы,こぐま座矮小銀河,NA,NA,NA,NA,NA,NA
PGC 54559,Hoag's Object,‎جرم هوغ‎,霍格天体,NA,NA,Hoags Objekt,NA,호그의 천체,NA,Objeto de Hoag,Объект Хоага,NA,NA,NA,NA,NA,NA,NA
PGC 54817,Hooked Galaxy,‎المجرة المعلقة‎,钩状星系,Koukkugalaksi,Galaxie en Crochet,Haken-Galaxie,Galassia Adunca,갈고리 은하,NA,Galaxia Enganchada,Пойманная галактика,NA,NA,NA,NA,NA,NA,NA
PGC 58985,Kathryn's Wheel,‎عجلة كاثرين‎,凯瑟琳之轮,NA,NA,Katharinenrad,NA,캐스린의 바퀴,NA,Rueda de Kathryn,Колесо Кэтрин,NA,NA,NA,NA,NA,NA,NA
PGC 59061,Zwicky's Triplet,‎ثلاثية زويكي‎,兹维基三重星系,Zwickyn kolmikko,Triplet de Zwicky,Zwickys Drillinge,Tripletta di Zwicky,츠비키의 삼중주,NA,Triplete de Zwicky,Триплет Цвикки,NA,NA,NA,NA,NA,NA,NA
PGC 59085,Zwicky's Triplet,‎ثلاثية زويكي‎,兹维基三重星系,Zwickyn kolmikko,Triplet de Zwicky,Zwickys Drillinge,Tripletta di Zwicky,츠비키의 삼중주,NA,Triplete de Zwicky,Триплет Цвикки,NA,NA,NA,NA,NA,NA,NA
PGC 59102,Zwicky's Triplet,‎ثلاثية زويكي‎,兹维基三重星系,Zwickyn kolmikko,Triplet de Zwicky,Zwickys Drillinge,Tripletta di Zwicky,츠비키의 삼중주,NA,Triplete de Zwicky,Триплет Цвикки,NA,NA,NA,NA,NA,NA,NA
PGC 59117,Hercules A,‎هرقل أ‎,武仙座,NA,NA,NA,Ercole A,허큘레스자리 A,NA,Hércules A,Геркулес А,ヘルクレス座A,NA,NA,NA,NA,NA,NA
PGC 60095,Draco Dwarf Galaxy,‎‎مجرة التنين القزمة‎‎,天龙座矮星系,Lohikäärmeen kääpiögalaksi,Galaxie naine du Dragon,Draco-Zwerggalaxie,Galassia Nana del Drago,용자리 왜소 은하,کهکشان کوچک اژدها,Galaxia Enana del Dragón,Карликовая галактика Дракона,りゅう座矮小銀河,NA,NA,NA,NA,NA,NA
PGC 62946,The Bird,‎الطير‎,鸟星系,NA,NA,Der Vogel,NA,새,NA,El Pájaro,Птица,NA,NA,NA,NA,NA,NA,NA
PGC 63287,Sagittarius Dwarf Galaxy,‎‎مجرة القوس القزمة‎‎,人马座矮不规则星系,Jousimiehen kääpiögalaksi,Galaxie naine du Sagittaire,Sagittarius-Zwerggalaxie,Galassia Nana del Sagittario,궁수자리 왜소 은하,کهکشان کوچک کماندار,Galaxia Enana de Sagitario,Карликовая галактика Стрельца,いて座矮小銀河,NA,NA,NA,NA,NA,NA
PGC 65367,Aquarius Dwarf Galaxy,‎‎مجرة الدلو القزمة‎‎,宝瓶座矮星系,Vesimiehen kääpiögalaksi,Galaxie naine du Verseau,Aquarius Zwerggalaxie,Galassia Nana dell'Acquario,물병자리 왜소 은하,NA,Galaxia Enana de Acuario,Карликовая галактика Водолея,みずがめ座矮小銀河,NA,NA,NA,NA,NA,NA
PGC 63932,Cygnus A,‎‎الدجاجة أ‎‎,天鹅座,NA,NA,NA,NA,백조자리 A,A-صلیب شمالی,NA,Лебедь A,はくちょう座A,NA,NA,NA,NA,NA,NA
PGC 64180,McLeish's Object,‎‎جرم مكليش‎‎,麦克莱什天体,McLeishin kohde,Object de McLeish,McLeishs Objekt,Oggetto di McLeish,맥레쉬의 천체,سوژه مک لیش,Objeto de McLeish,Объект МакЛейша,NA,NA,NA,NA,NA,NA,NA
PGC 66669,Shapley-Ames 6,‎شابلي-أيمز 6‎,夏普利-艾姆斯6,NA,NA,NA,NA,셰이프리-에임스 6,NA,NA,Шэпли-Эймс 6,NA,NA,NA,NA,NA,NA,NA
PGC 69457,Huchra's Lens,‎عدسة هوشرا‎,赫钦拉透镜星系,NA,Lentille de Huchra,Huchras Linse,Lente di Huchra,허츠라의 렌즈,NA,Lente de Huchra,Линза Хучра,NA,NA,NA,NA,NA,NA,NA
PGC 69519,Tucana Dwarf Galaxy,‎‎مجرة الطوقان القزمة‎‎,杜鹃座矮星系,Tukaanin kääpiögalaksi,Galaxie naine du Toucan,Tucana-Zwerggalaxie,Galassia Nana del Tucano,큰부리새자리 왜소 은하,کهکشان کوچک کوتانا,Galaxia Enana del Tucán,Карликовая галактика Тукана,きょしちょう座矮小銀河,NA,NA,NA,NA,NA,NA
PGC 71538,Pegasus Dwarf Galaxy,‎‎مجرة الفرس الأكبر القزمة‎‎,飞马座矮星系,Pegasuksen kääpiögalaksi,Galaxie naine de Pégase,Pegasus Zwerggalaxie,Galassia Nana di Pegaso,페가수스자리 왜소 은하,NA,Galaxia Enana de Pegaso,Карликовая галактика Пегаса,ペガスス座矮小銀河,NA,Kanatlı At Cüce Gökadası,NA,NA,NA,NA
PGC 2807158,Pegasus Dwarf Galaxy,‎‎مجرة الفرس الأكبر القزمة‎‎,飞马座矮星系,Pegasuksen kääpiögalaksi,Galaxie naine de Pégase,Pegasus Zwerggalaxie,Galassia Nana di Pegaso,페가수스자리 왜소 은하,NA,Galaxia Enana de Pegaso,Карликовая галактика Пегаса,ペガスス座矮小銀河,NA,Kanatlı At Cüce Gökadası,NA,NA,NA,NA
PGC 71938,Barbon's Galaxy,‎مجرة باربون‎,巴尔伯恩星系,NA,Galaxie de Barbon,Barbons Galaxie,Galassia di Barbon,바르본의 은하,NA,Galaxia de Barbon,Галактика Барбона,NA,Galaxia Barboni,NA,NA,NA,NA,NA
PGC 73957,Minkowski's Object,‎جرم منكوسكي‎,闵可夫斯基天体,Minkowskin objekti,Objet de Minkowski,Minkowskis Objekt,Oggetto di Minkowski,민코프스키의 천체,NA,Objeto de Minkowski,Объект Минковского,NA,NA,NA,NA,NA,NA,NA
Arp 133,Minkowski's Object,‎جرم منكوسكي‎,闵可夫斯基天体,Minkowskin objekti,Objet de Minkowski,Minkowskis Objekt,Oggetto di Minkowski,민코프스키의 천체,NA,Objeto de Minkowski,Объект Минковского,NA,NA,NA,NA,NA,NA,NA
PGC 84913,Superantennae Galaxy,‎مجرة الهوائي الضخم‎,超级触角星系,NA,Galaxie de la Superantenne,Superantennae-Galaxie,Galassia Superantenna,초 안테나 은하,NA,Galaxia Superantena,Галактика Суперантенна,NA,NA,NA,NA,NA,NA,NA
PGC 86622,Malin II,‎‎مالين 2‎‎,马林,NA,NA,NA,NA,말린 II,NA,NA,Малин II,NA,NA,NA,NA,NA,NA,NA
PGC 88608,Sextans Dwarf Spheroidal Galaxy,‎‎مجرة السدس القزمة الكروية‎‎,六分仪座矮椭球星系,Sekstantin pallomainen kääpiögalaksi,Galaxie naine sphéroïdale du Sextant,Sextans-Zwerggalaxie,Galassia Nana Sferoidale del Sestante,육분의자리 왜소 타원 은하,NA,Galaxia Nodular Enana de Sextans,Карликовая сфероидальная галактика Секстанта,ろくぶんぎ座矮小楕円体銀河,NA,NA,NA,NA,NA,NA
PGC 90170,Padova 3,‎بادوفا 3‎,帕多瓦,NA,NA,NA,NA,파도바 3,NA,NA,Падова 3,NA,NA,NA,NA,NA,NA,NA
PGC 95597,Mailyan 16,‎ميليان 16‎,迈尔因16,NA,NA,NA,NA,마일리안 16,NA,NA,Маилян 16,NA,NA,NA,NA,NA,NA,NA
PGC 100169,Cassiopeia 1,‎ذات الكرسي_1‎,仙后座1星系,NA,Cassiopée 1,NA,Cassiopea 1,카시오페이아자리 1,NA,NA,Кассиопея 1,カシオペヤ座1,NA,NA,NA,NA,NA,NA
PGC 100170,Cassiopeia 2,‎ذات الكرسي_2‎,仙后座2星系,NA,Cassiopée 2,NA,Cassiopea 2,카시오페이아자리 2,NA,NA,Кассиопея 2,カシオペヤ座2,NA,NA,NA,NA,NA,NA
PGC 119230,Speca Galaxy,‎مجرة سبيكا‎,辣椒星系,NA,Galaxie Speca,Speca-Galaxie,Galassia Speca,스페카 은하,NA,Galaxia Speca,Галактика Спека,NA,NA,NA,NA,NA,NA,NA
PGC 139235,Sextans Ring,‎حلقة السدس‎,六分仪座环,Sekstantin rengas,Anneau du Sextant,Sextans-Ring,Anello del Sestante,육분의자리 고리 은하,NA,Anillo de Sextans,Кольцо Секстанта,NA,NA,NA,NA,NA,NA,NA
PGC 166082,Camelopardalis A,‎‎الزرافة أ‎‎,鹿豹座,NA,NA,NA,NA,기린자리 A,NA,NA,Жираф A,きりん座A,NA,NA,NA,NA,NA,NA
PGC 166084,Camelopardalis B,‎الزرافة بي‎,鹿豹座,NA,NA,NA,NA,기린자리 B,NA,NA,Жираф B,きりん座B,NA,NA,NA,NA,NA,NA
PGC 2807155,Cassiopeia Dwarf Spheroidal Galaxy,‎‎مجرة ذات الكرسي القزمة الكروية‎‎,仙后座矮椭球星系,Kassiopeian pallomainen kääpiögalaksi,Galaxie naine sphéroïdale de Cassiopée,Cassiopeia-Zwerggalaxie,Galassia Nana Sferoidale di Cassiopea,카시오페이아자리 왜소 타원 은하,NA,Galaxia Nodular Enana de Cassiopeia,Карликовая сфероидальная галактика Кассиопеи,カシオペヤ座矮小楕円体銀河,NA,NA,NA,NA,NA,NA
PGC 3074547,Boomerang Nebula,‎‎سديم البومارانج‎‎,旋镖星云,Bumerangisumu,Nébuleuse du Boomerang,Bumerang-Nebel,Nebulosa Boomerang,부메랑 성운,سحابی بومرنگ,Nebulosa del Boomerang,Туманность Бумеранг,NA,NA,NA,NA,NA,NA,NA
DWB 50,Boomerang Nebula,‎‎سديم البومارانج‎‎,旋镖星云,Bumerangisumu,Nébuleuse du Boomerang,Bumerang-Nebel,Nebulosa Boomerang,부메랑 성운,سحابی بومرنگ,Nebulosa del Boomerang,Туманность Бумеранг,NA,NA,NA,NA,NA,NA,NA
PGC 3097690,Cepheus I,‎الملتهب 1‎‎,仙王座,NA,NA,NA,Cefeo I,세페우스자리 I,NA,Cefeo I,Цефей I,ケフェウス座I,NA,NA,NA,NA,NA,NA
PGC 3097691,Cetus Dwarf Galaxy,‎‎مجرة قيطس القزمة‎‎,鲸鱼座矮星系,Valaan kääpiögalaksi,Galaxie naine de la Baleine,Cetus-Zwerggalaxie,Galassia Nana della Balena,고래자리 왜소은하,کهکشان کوچک نهنگ,Galaxia Enana de la Ballena,Карликовая галактика Кита,くじら座矮小銀河,NA,NA,NA,NA,NA,NA
UGC 3087,BW Tauri,‎بي دبليو الثور‎,金牛座,NA,NA,NA,NA,황소자리 BW,NA,NA,BW Тельца,おうし座BW,NA,NA,NA,NA,NA,NA
UGC 4881,The Grasshopper Galaxy,‎مجرة الجندب‎,蝗虫星系,NA,Galaxie de la Sauterelle,Grashüpfer-Galaxie,Galassia Cavalletta,메뚜기 은하,NA,La Galaxia Saltamontes,Галактика Кузнечик,NA,NA,NA,NA,NA,NA,NA
UGC 5364,Leo A,‎‎الأسد أ‎‎,狮子座,NA,NA,NA,NA,사자자리 A,NA,NA,Лев A,しし座A,NA,NA,NA,NA,NA,NA
UGC 5439,Sextans C,‎سي السدس‎,六分仪座,NA,NA,NA,NA,육분의자리 C,NA,NA,Секстант C,ろくぶんぎ座C,NA,NA,NA,NA,NA,NA
UGC 5470,Regulus Dwarf Galaxy,‎‎مجرة قلب الأسد القزمة‎‎,轩辕十四矮星系,Reguluksen kääpiögalaksi,Galaxie naine de Régulus,Regulus Zwerggalaxie,Galassia Nana di Regolo,레굴루스 왜소은하,NA,Galaxia Enana de Régulo,Карликовая галактика Регула,レグレス矮小銀河,NA,NA,NA,NA,NA,NA
UGC 6132,Markarian 421,‎ماركاريان 421‎‎,马卡良421,NA,NA,NA,NA,마카리안 421,NA,NA,Маркариан 421,マルカリアン421,NA,NA,NA,NA,NA,NA
UGC 6955,Zwicky #2,‎زويكي رقم 2‎,兹维基#2,Zwicky 2,NA,NA,NA,츠비키 #2,NA,NA,Цвикки #2,NA,NA,NA,NA,NA,NA,NA
UGC 8058,Markarian 231,‎ماركاريان 231‎‎,马卡良231,NA,NA,NA,NA,마카리안 231,NA,NA,Маркариан 231,マルカリアン231,NA,NA,NA,NA,NA,NA
UGC 9618,Exclamation Point Galaxy,‎مجرة علامة التعجب‎‎,惊叹号星系,Huutomerkkigalaksi,Galaxie du point d'exclamation,Rufzeichen-Galaxie,Galassiam Punto Esclamativo,느낌표 은하,NA,Galaxia Punto de Exclamación,Галактика Восклицательный знак,NA,NA,NA,NA,NA,NA,NA
UGC 9792,Serpens Dwarf Galaxy,‎مجرة الحية القزمة‎,巨蛇座矮星系,Käärmeen kääpiögalaksi,Galaxie naine du Serpent,Serpens-Zwerggalaxie,Galassia Nana del Serpente,뱀자리 왜소은하,NA,Galaxia Enana de Serpens,Карликовая галактика Змеи,へび座矮小銀河,NA,NA,NA,NA,NA,NA
UGC 10214,Tadpole Galaxy,‎مجرة الشرغوف‎‎,蝌蚪星系,Nuijapäägalaksi,Galaxie du têtard,Kaulquappengalaxie,Galassia Girino,올챙이 은하,NA,Galaxia Renacuajo,Галактика Головастик,NA,NA,NA,NA,גלקסיית הראשן,NA,NA
UGC 11668,Egg Nebula,‎‎سديم البيضة‎‎,蛋星云,Kananmunasumu,Nébuleuse de l'Œuf,Ei-Nebel,Nebulosa Uovo,달걀 성운,سحابی تخم مرغی,Nebulosa Huevo,Туманность Яйцо,NA,Ovum nebula,NA,NA,NA,NA,NA
UGC 12613,Pegasus Dwarf Irregular Galaxy,‎مجرة الفرس القزمة غير المنتظمة‎‎,飞马座矮不规则星系,Pegasuksen epäsäännöllinen kääpiögalaksi,Galaxie naine irrégulière de Pégase,Pegasus irreguläre Zwerggalaxie,Galassia Nana Irregolare di Pegaso,페가수스자리 왜소 불규칙 은하,NA,Galaxia Irregular Enana de Pegaso,Неправильная карликовая галактика Водолея,ペガスス座不規則矮小銀河,NA,Kanatlı At Cüce Düzensiz Gökadası,NA,NA,NA,NA
VV 786,Lemon Galaxy,‎مجرة الليمون‎,柠檬星系,NA,Galaxie du Citron,Zitronen-Galaxie,Galassia Limone,레몬 은하,NA,Galaxia Limón,Галактика Лимон,NA,NA,NA,NA,NA,NA,NA
PK 010+18.2,Minkowski's Butterfly,‎‎فراشة منكوسكي‎‎,闵可夫斯基的蝴蝶,Minkowskin perhonen,Papillon de Minkowski,Minkowskis Schmetterling,Farfalla di Minkowski,민코프스키의 나비,NA,Mariposa de Minkowski,Бабочка Минковского,NA,NA,NA,NA,NA,NA,NA
PK 064+05.1,Campbell's Hydrogen Star,‎نجم كامبل الهيدروجيني‎,坎贝尔氢星,NA,NA,Campbells Wasserstoffstern,NA,캠벨의 수소성,NA,Estrella de Hidrógeno de Campbell,Водородная звезда Кэмпбелла,NA,NA,NA,NA,NA,NA,NA
PK 080-10.1,Methuselah Nebula,حشد ميثوسيلاه,玛土撒拉星云,NA,NA,Methusalem-Nebel,Nebulos Methuselah,메두사 성운,NA,Nebulosa Matusalén,Туманность Мафусаил,NA,NA,NA,NA,NA,NA,NA
PK 086-08.1,Baby Dumbbell Nebula,سديم الأثقال الرضيع,婴儿哑铃星云,NA,NA,Baby-Hantelnebel,Nebulosa Baby Dumbbell,NA,NA,Nebulosa Bebé de Dumbbell,Туманность Гантелька,NA,NA,NA,NA,NA,NA,NA
PK 164+31.1,Headphone Nebula,‎سديم سماعات الأذن‎,耳罩星云,NA,NA,Kopfhörer-Nebel,Nebulosa Cuffia Telefonica,헤드폰 성운,NA,Nebulosa Auricular,Туманность Наушник,NA,NA,NA,NA,NA,NA,NA
PK 166-06.1,Westbrook Nebula,‎‎سديم وستبروك‎‎,威斯布鲁克星云,Westbrook-sumu,Nébuleuse de Westbrook,Westbrook-Nebel,Nebulosa Westbrook,웨스트브룩 성운,سحابی وست بروک,Nebulosa Westbrook,Туманность Уэстбрук,NA,NA,NA,NA,NA,NA,NA
PK 283+25.1,Southern Owl Nebula,‎سديم البوم الجنوبي‎,南夜枭星云,NA,NA,Südlicher Eulennebel,Nebulosa Gufo del Sud,남쪽 올빼미 성운,NA,Nebulosa Lechuza del Sur,Туманность Южная сова,NA,NA,NA,NA,NA,NA,NA
PK 315+09.1,Southern Crab Nebula,‎سديم السرطان الجنوبي‎,南蟹状星云,NA,NA,Südlicher Krebsnebel,NA,남쪽 게성운,NA,Nebulosa del Cangrejo del Sur,Туманность Южный краб,NA,NA,NA,NA,NA,NA,NA
PK 329+02.1,Fine Ring Nebula,‎سديم الخاتم الجميل‎,细指环星云,NA,NA,Zarter Ringnebel,NA,평평한 반지 성운,NA,Nebulosa del Anillo Fino,Туманность Тонкое кольцо,NA,NA,NA,NA,NA,NA,NA
PK 331-01.1,Ant Nebula,‎سديم النملة‎,蚂蚁星云,Muurahaissumu,Nébuleuse de la Fourmi,Ameisen-Nebel,Nebulosa Formica,개미 성운,NA,Nebulosa de la Hormiga,Туманность Муравей,NA,Formica Nebula,Karınca Bulutsusu,NA,NA,NA,NA
PK 331-12.1,Stingray Nebula,‎سديم السمك اللادغ‎,刺魟星云,NA,NA,Stachelrochen-Nebel,Nebulosa Pastinaca,매가오리 성운,NA,Nebulosa Mantarraya,Туманность Скат,NA,NA,NA,NA,NA,NA,NA
PK 340-03.1,Water Lily Nebula,‎سديم زنبقة الماء‎‎,睡莲花星云,Vesililjasumu,Nébuleuse du nénuphar,Seerosennebel,Nebulosa Ninfea,수련 성운,NA,Nebulosa Lirio de Agua,Туманность Водяная лилия,NA,NA,NA,NA,NA,NA,NA
PNG 010.4+04.4,Sakurai's Object,جرم ساكورَي,樱井之星,NA,NA,Sakurais Objekt,Oggetto di Sakurai,사쿠라이의 천체,NA,Objeto de Sakurai,Объект Сакураи,NA,NA,NA,NA,NA,NA,NA
PNG 054.2-03.4,Necklace Nebula,‎سديم القلادة‎,项链星云,NA,NA,Halsband-Nebel,Nebulosa Collana,NA,NA,Nebulosa del Collar,Туманность Ожерелье,NA,NA,NA,NA,NA,NA,NA
PNG 353.8+02.9,Cotton Candy Nebula,‎‎سديم حلاوة القطن‎‎,棉花糖星云,Hattarasumu,Nébuleuse de la Barbe à papa,Zuckerwatte-Nebel,Nebulosa Zucchero Filato,솜사탕 성운,سحابی پشمک,Nebulosa Algodón de Azúcar,Туманность Сахарная вата,NA,NA,NA,NA,NA,NA,NA
ACO 151,Haufen A,‎هاوفن أي‎,哈芬星系群,NA,NA,NA,NA,하우펜 A,NA,NA,Хауфен A,NA,NA,NA,NA,NA,NA,NA
ACO 194,Cetus Cluster,‎حشد قيطس‎,鲸鱼座星系团,NA,NA,Cetus-Haufen,NA,고래자리 은하단,NA,Cúmulo de Cetus,Скопление Кита,くじら座銀河団,NA,NA,NA,NA,NA,NA
ACO 426,Perseus Cluster,‎حشد حامل رأس الغول‎,英仙座星系团,NA,Amas de Persée,Perseus-Haufen,Ammasso di Perseo,페르세우스자리 은하단,NA,Cúmulo de Perseo,Скопление Персея,ペルセウス座銀河団,NA,NA,NA,NA,NA,NA
ACO 520,Train Wreck Cluster,‎حشد حطام القطار‎,火车残骸星系团,NA,Amas de l'Accident de train,Eisenbahnwrack-Haufen,Ammasso Relitti di Treno,열차 잔해 은하단,NA,Cúmulo Accidente de Tren,Скопление Крушение поезда,NA,NA,NA,NA,NA,NA,NA
ACO 1060,Hydra Cluster,‎حشد الشجاع‎,长蛇座星系团,NA,Amas de l'Hydre,Hydra-Haufen,Ammasso Hydra,히드라 은하단,NA,Cúmulo de Hidra,Скопление Гидры,うみへび座銀河団,NA,NA,NA,NA,NA,NA
ACO 1367,Leo Cluster,‎حشد الأسد‎,狮子座星系团,Leijonan galaksijoukko,Amas du Lion,Leo-Haufen,Ammasso del Leone,사자자리 은하단,NA,Cúmulo de Leo,Скопление Льва,しし座銀河団,NA,NA,NA,NA,NA,NA
ACO 1377,Ursa Major I,‎الدب الأكبر 1‎,大熊座1星系群,NA,NA,NA,NA,큰곰자리 I 왜소은하,NA,NA,Большая Медведица I,おおぐま座I,NA,NA,NA,NA,NA,NA
ACO 1656,Coma Cluster,‎حشد الذؤابة‎,后发座星系团,Coman galaksijoukko,Amas de la Chevelure,Coma-Haufen,Ammasso della Chioma di Berenice,머리털자리 은하단,NA,Cúmulo de Coma,Скопление Волос Вероники,かみのけ座銀河団,NA,NA,NA,NA,NA,NA
ACO 1930,Bootes Cluster,حشد العواء,牧夫座星系团,NA,NA,Bootes-Haufen,NA,NA,NA,Cúmulo de Bootes,Скопление Волопаса,NA,NA,NA,NA,NA,NA,NA
ACO 2065,Corona Borealis Cluster,‎حشد التاج الشمالي‎,北冕座星系团,NA,Amas de la Couronne boréale,Corona Borealis-Haufen,Ammasso della Corona Boreale,북쪽왕관자리 초은하단,NA,Cúmulo de Corona Boreal,Скопление Северной короны,かんむり座銀河団,NA,NA,NA,NA,NA,NA
ACO 2151,Hercules Cluster,‎حشد هرقل‎,武仙座星系团,Herkuleksen joukko,Amas d'Hercule,Herkules-Haufen,Ammasso di Ercole,허큘레스 성단,NA,Cúmulo de Hércules,Скопление Геркулеса,ヘルクレス星団,NA,NA,NA,NA,NA,NA
ACO 2744,Pandora’s Cluster,‎حشد باندورا‎,潘多拉星系团,NA,Amas de Pandore,Pandoras Haufen,Ammasso di Pandora,판도라의 은하단,NA,Cúmulo de Pandora,Скопление Пандоры,パンドラ銀河団,NA,NA,NA,NA,NA,NA
ACO 3526,Centaurus Cluster,‎حشد قنطورس‎,半人马座星系团,NA,Amas du Centaure,Centaurus-Haufen,Ammasso del Centauro,센타우루스 은하단,NA,Cúmulo de Centauro,Скопление Центавра,ケンタウルス座銀河団,NA,NA,NA,NA,NA,NA
ACO 3558,Shapley 8 Cluster,‎حشد شابلي 8‎,夏普利8星系团,NA,Amas Shapley 8,Shapley 8 Haufen,Ammasso Shapley 8,섀플리 초은하단,NA,Cúmulo Shapley 8,Скопление Шэпли 8,シャプレー8,NA,NA,NA,NA,NA,NA
ACO 3627,Norma Cluster,‎حشد مسطرة النقاش‎,矩尺座星系团,NA,Amas de la Règle,Norma-Haufen,Ammasso della Squadra,직각자자리 은하단,NA,Cúmulo de Norma,Скопление Наугольника,じょうぎ座銀河団,NA,NA,NA,NA,NA,NA
ACO S373,Fornax Cluster,‎حشد الفرن‎,天炉座星系团,NA,Amas du Fourneau,Fornax-Haufen,Ammasso della Fornace,포낙스 은하단,NA,Cúmulo de Fornax,Скопление Печи,ろ座銀河団,NA,NA,NA,NA,NA,NA
ACO S737,Fornax Group,‎مجموعة الفرن‎,天炉座星系群,NA,NA,Fornax-Gruppe,NA,포낙스 은하단,NA,Grupo de Fornax,Группа Печи,ろ座銀河群,NA,NA,NA,NA,NA,NA
ACO S636,Antlia Cluster,‎حشد مضخة الهواء‎,唧筒座星系团,NA,Amas de la Machine pneumatique,Antlia-Haufen,Ammasso della Macchina Pneumatica,공기펌프자리 은하단,NA,Cúmulo de Antlia,Скопление Насоса,ポンプ座銀河団,NA,NA,NA,NA,NA,NA
Abell 70,Diamond Ring Nebula,‎سديم خاتم الألماس‎,钻戒星云,Timanttisormussumu,NA,Diamantring-Nebel,NA,다이아몬드 고리 성운,NA,Nebulosa Anillo de Diamante,Туманность Бриллиантовое кольцо,NA,NA,NA,NA,NA,NA,NA
