id,name,ar,zh,fi,fr,de,it,ko,fa,es,ru,ja,la,tr,el,he,hi,en
NGC 6705,Wild Duck Cluster,‎‎حشد البطة البرية‎,野鸭星团,Villisorsajoukko,Amas du Canard Sauvage,Wilde Enten-Cluster,Ammasso anatra selvatica,야생오리 성단,خوشۀ مرغابی وحشی,Cúmulo del Pato salvaje,Скопление Дикая утка,わし星団,Congregatio anatis ferae,Vahşi Ördek Kümesi,Σμήνος Αγριόπαπιας,צביר ברווז הבר,NA,NA
NGC 6709,Flying Unicorn Cluster,‎حشد وحيد القرن الطائر‎,飞独角兽星团,NA,NA,Fliegendes-Einhorn-Haufen,NA,나는 유니콘 성단,NA,Cúmulo Unicornio Volador,Скопление Летящий единорог,NA,NA,NA,NA,NA,NA,NA
NGC 6720,Ring Nebula,‎سديم الخاتم‎,指环星云,Lyyran rengassumu,Nébuleuse de l'Anneau,Ring-Nebel,Nebulosa anello,고리 성운,سحابی حلقه,Nebulosa del Anillo,Туманность Кольцо,環状星雲,Anulus nebula,Halka Bulutsusu,Νεφέλωμα Δακτυλίου,ערפילית הטבעת,NA,NA
NGC 6723,Chandelier Cluster,‎حشد ثريا الإنارة‎,吊灯星团,NA,Amas du Chandelier,Armleuchter-Haufen,Ammasso Lampadario,샹들리에 성단,NA,Cúmulo del Candelabro,Скопление Канделябр,NA,Congregatio candelabriforma,NA,NA,NA,NA,NA
NGC 6729,R CrA Nebula,‎‎سديم آر الإكليل الجنوبي‎‎,南冕座星云,R Coronae Australis -sumu,Nébuleuse R CrA,R CrA Nebel,Nebulosa R CrA,R CrA 성운,سحابی آر-اکلیل جنوبی,Nebulosa de R CrA,Туманность R Южной короны,かんむり座R星雲,NA,NA,NA,NA,NA,NA
NGC 6741,Phantom Streak Nebula,‎‎سديم الشعاع الشبحي‎‎,幻影条纹星云,Aavejuovasumu,Nébuleuse de la Trace de fantôme,Phantomstreifen-Nebel,Nebulosa Phantom Streak,유령 흔적 성운,NA,Nebulosa Racha Fantasma,Туманность Фантомная жилка,NA,NA,NA,NA,NA,NA,NA
NGC 6745,Bird's Head,‎‎رأس الطير‎‎,鸟头星系,Linnunpää,Galaxie de ka tête d'oiseau,Vogelkopf,Testa di Uccello,새의 머리,سر پرنده,Cabeza de pájaro,Птичья голова,NA,Caput avis,NA,NA,NA,NA,NA
NGC 6751,Dandelion Puffball Nebula,‎سديم زهرة الهندباء‎,蒲公英星云,Haivenpallosumu,Nébuleuse des Aigrettes de pissenlit,Pusteblumen-Nebel,Nebulosa Dandelion Puffball,민들레 홀씨 성운,NA,Nebulosa Puffball Diente de León,Туманность Одуванчик,NA,NA,NA,NA,NA,NA,NA
NGC 6752,Pavo Globular Cluster,‎‎حشد الطاووس الكروي‎‎,孔雀座球状星团,Riikinkukon pallomainen joukko,Amas globulaire du Paon,Pavo-Kugelsternhaufen,Ammasso Globulare Pavone,파보 구상성단,خوشه کروی طاووس,Cúmulo Globular del Pavo,Шаровое скопление Павлина,くじゃく座球状星団,Congregatio globiforma Pavonis,NA,NA,NA,NA,NA
NGC 6755,Possible Binary Cluster,‎احتمال حشد مزدوج‎,可能的双星团,NA,NA,Möglicher Doppelhaufen,NA,이중성단 추정 천체,NA,Posible Cúmulo Binario,Возможно двойное скопление,NA,NA,NA,NA,NA,NA,NA
NGC 6756,Possible Binary Cluster,‎احتمال حشد مزدوج‎,可能的双星团,NA,NA,Möglicher Doppelhaufen,NA,이중성단 추정 천체,NA,Posible Cúmulo Binario,Возможно двойное скопление,NA,NA,NA,NA,NA,NA,NA
NGC 6776,Pentagon,‎الخماسي‎,五角星系,NA,Pentagone,Fünfeck,Pentagono,오각형,NA,Pentágono,Пентагон,NA,NA,NA,NA,NA,NA,NA
NGC 6778,Son of M76,إبن م ٧٦,76之子,NA,NA,Sohn von M76,NA,M76의 아들,NA,Hijo de M76,Сын M76,M76の息子,NA,NA,NA,NA,NA,NA
NGC 6781,Snowball Nebula,‎سديم كرة الثلج‎,雪球星云,Lumipallosumu,Nébuleuse de la Boule de neige,Schneeball-Nebel,Nebulosa Palla di Neve,눈덩이 성운,سحابی گلوله برفی,Nebulosa Bola de Nieve,Туманность Снежок,NA,Sphaera nivis nebula,NA,NA,NA,NA,NA
NGC 6804,Incredible Shrinking Nebula,‎السديم المتقلص الغريب‎,收缩星云,NA,NA,Unfassbar schrumpfender Nebel,NA,엄청나게 가라앉는 성운,NA,Nebulosa Encogimiento Increíble,Туманность Невероятное сокращение,NA,NA,NA,NA,NA,NA,NA
NGC 6809,Specter Cluster,‎حشد سبكتر‎,幽灵星团,NA,Amas du Spectre,Gespenst-Haufen,Ammasso Spettro,망령 성단,NA,Cúmulo Espectro,Скопление Призрак,NA,NA,NA,NA,NA,NA,NA
NGC 6811,Hole in a Cluster,‎‎ثقب في الحشد‎‎,洞穴星团,Reikäjoukko,Le Trou dans un amas,Loch im Haufen,Buco in un Ammasso,성단의 구멍,NA,Agujero en un Cúmulo,Дыра в скоплении,NA,Lacuna in Congregatio,NA,NA,NA,NA,NA
NGC 6819,The Foxhead Cluster,‎‎حشد رأس الثعلب‎‎,狐头星团,Ketunpääjoukko,Amas de la Tête de renard,Fuchskopf-Haufen,Ammasso Testa di Volpe,여우 머리 성단,خوشه کله روباه,Cúmulo Cabeza de Zorro,Скопление Лисья голова,NA,Caput vulpeculae congregatio,NA,NA,NA,NA,NA
NGC 6822,Barnard's Galaxy,‎مجرة برنارد‎,巴纳德星系,Barnardin galaksi,Galaxie de Barnard,Barnards Galaxie,Galassia di Barnard,버나드 은하,کهکشان بارنارد,Galaxia de Barnard,Галактика Барнарда,バーナード銀河,Galaxia Barnardi,Barnard's Gökadası,Γαλαξίας του Μπάρναρντ,גלקסיית ברנרד,NA,NA
NGC 6826,Blinking Planetary Nebula,‎السديم الكوكبي المومض‎,眨眼行星状星云,NA,NA,Blinkender Planetarischer Nebel,Nebulosa Planetaria Intermittente,깜빡이는 행성상 성운,NA,Nebulosa Planetaria Parpadeante,Мигающая планетарная туманность,NA,NA,NA,NA,NA,NA,NA
NGC 6830,Poodle Cluster,‎حشد كلب البودل‎,贵宾犬星团,NA,Amas du Caniche,Pudel-Haufen,Ammasso Barboncino,푸들 성단,NA,Cúmulo Poodle,Скопление Пудель,NA,NA,NA,NA,NA,NA,NA
NGC 6838,Angelfish Cluster,‎حشد سمك الزينة‎,神仙鱼星团,NA,Amas du Poisson scalaire,Anglerfisch-Haufen,Ammasso Squatina,에인절피시 성단,NA,Cúmulo Angelote,Скопление Рыба-ангел,NA,NA,NA,NA,NA,NA,NA
NGC 6845,Klemola 30,‎كليمولا 30‎,克莱莫拉30,NA,NA,NA,NA,클레몰라 30,NA,NA,Клемола 30,NA,NA,NA,NA,NA,NA,NA
NGC 6853,Dumbbell Nebula,‎سديم الأثقال,哑铃星云,Nostopainosumu,Nébuleuse de Dumbbell,Hantel-Nebel,Nebulosa manubrio,아령 성운,سحابی دمبل,Nebulosa de Dumbbell,Туманность Гантель,亜鈴状星雲,NA,Halter Bulutsusu,Νεφέλωμα Αλτήρα,ערפילית המשקולת,NA,NA
NGC 6866,Kite Cluster,‎حشد الطائرة الورقية‎,风筝星团,Leijajoukko,Amas du Cerf-volant,Flugdrachen-Haufen,Ammasso Aquilone,연 성단,NA,Cúmulo del Cometa,Скопление Коршун,NA,NA,NA,NA,NA,NA,NA
NGC 6872,Condor Galaxy,‎‎مجرة الكندور‎‎,秃鹰星系,Kondorigalaksi,Galaxie du condor,Kondor Galaxie,NGC 6872,콘도르 은하,کهکشان کرکس آمریکایی,Galaxia Condor,Галактика Кондор,コンドル銀河,Condor Galaxia,NA,NA,NA,NA,NA
NGC 6885,20 Vulpeculae Cluster,‎‎حشد 20 الثعلب‎‎,狐狸座20星团,20 Vulpeculae -joukko,Amas 20 Vulpeculae,20 Vulpeculae Haufen,Ammasso 20 Vulpeculae,여우자리 20 성단,خوشه 20 روباهک,Cúmulo 20 Vulpeculae,Скопление 20 Лисички,こぎつね座20星団,Congregatio 20 Vulpeculae,NA,NA,NA,NA,NA
NGC 6888,Crescent Nebula,‎سديم الهلال‎,眉月星云,Sirppisumu,Nébuleuse du Croissant,Mondsichel-Nebel,Nebulosa crescent,초승달 성운,سحابی هلالی,Nebulosa del Creciente,Туманность Полумесяц,三日月星雲,Crescens Nebula,Ayça Bulutsusu,Νεφέλωμα Ημισελήνου,NA,NA,NA
NGC 6894,Little Ring Nebula,‎سديم الخاتم الصغير‎,小指环星云,Pieni rengassumu,Nébuleuse du Petit anneau,Kleiner Ringnebel,Nebulosa Piccolo Anello,작은 고리 성운,سحابی حلقه کوچک,Nebulosa del Pequeño Anillo,Туманность Малое кольцо,NA,Anulus minor nebula,NA,NA,NA,NA,NA
NGC 6905,Blue Flash Nebula,‎سديم الوميض الازرق‎,蓝闪星云,Sinivälähdyssumu,Nébuleuse de l'Éclair bleu,Blauer Blitz-Nebel,Nebulosa lampo blu,푸른 섬광 성운,سحابی دارای درخشش آبی,Nebulosa del Destello azul,Туманность Голубая вспышка,青い閃光星雲,NA,Mavi flaş Bulutsusu,Νεφέλωμα Μπλε Λάμψης,NA,NA,NA
NGC 6907,Giant Behemoth Galaxy,‎مجرة الوحش الضخم‎,巨兽星系,Jättiläisgalaksi,Galaxie du Béhémoth géant,Gigantische Ungeheuer-Galaxie,Galassia Gigante Behemoth,거대한 베헤모스 은하,NA,Galaxia Behemoth Gigante,Галактика Гигантский бегемот,NA,NA,NA,NA,NA,NA,NA
NGC 6910,The Inchworm Cluster,‎حشد اليسروع‎,尺蠖星团,NA,Amas du vert,Spannerraupen-Haufen,Ammasso Bruco di Geometride,자벌레 성단,NA,Cúmulo El Gusano,Скопление Землемер,NA,NA,NA,NA,NA,NA,NA
NGC 6913,Cooling Tower,‎‎حشد برج التبريد النجمي‎‎,冷却塔星团,Jäähdytystorni,Tour de refroidissement,Kühlturm,Torre di raffreddamento,냉각탑,برج سردکننده,Torre de enfriamiento,Градирня,NA,NA,NA,NA,NA,NA,NA
NGC 6939,Ghost Bush Cluster,‎حشد الشجيرة الشبح‎,鬼套星团,NA,Amas du Buisson fantôme,Geisterbusch-Haufen,Ammasso Fantasma Cespuglio,유령 덤불 성단,NA,Cúmulo Zarza Fantasma,Скопление Призрачный куст,NA,NA,NA,NA,NA,NA,NA
NGC 6940,Mothra Cluster,‎حشد موذرا‎,魔斯拉星团,NA,Amas Mothra,Mothra-Haufen,Ammasso Mothra,모스라 성단,NA,Cúmulo Mothra,Скопление Мотра,NA,Mothra Congregatio,NA,NA,NA,NA,NA
NGC 6946,Fireworks Galaxy,‎‎مجرة الألعاب النارية‎‎,烟花星系,Ilotulitussumu,Galaxie du Feu d'artifice,Feuerwerks-Galaxie,Galassia Fuochi d'Artificio,불꽃놀이 은하,کهکشان آتش بازی,Galaxia de los Fuegos Artificiales,Галактика Фейрверк,NA,NA,NA,NA,NA,NA,NA
NGC 6960,Filamentary Nebula,‎‎سديم الفتيل‎‎,纤维星云,Säiesumu,Nébuleuse filamentaire,Filament-Nebel,Nebulosa Filamentosa,실 모양 성운,سحابی رشته ای,Nebulosa Filamentosa,Волокнистая туманность,NA,Filamentarica nebula,NA,NA,NA,NA,NA
NGC 6979,Fleming's Triangular Wisp,‎خصلة شعر فلمنج المثلثة‎,弗莱明三角星云,NA,NA,Flemings Dreieckswisch,NA,플레밍의 세 줄기,NA,Mechón Triangular de Fleming,Трёхгранный клок Флеминга,NA,NA,NA,NA,NA,NA,NA
NGC 6990,Witch's Broom Galaxy,‎مجرة مكنسة الساحرة‎,女巫扫帚星系,NA,Galaxie du Balai de sorcière,Hexenbesen-Galaxie,Galassia Spada della Strega,마녀의 빗자루 은하,NA,Galaxia Escoba de la Bruja,Галактика Помело ведьмы,NA,NA,NA,NA,NA,NA,NA
NGC 6992,East Veil Nebula,‎‎سديم الحجاب الشرقي‎‎,东面纱星云,Itäinen harsosumu,Nébuleuse du Voile est,Östlicher Schleiernebel,Nebulosa Velo dell'Est,동쪽 면사포 성운,سحابی پرده شرقی,Nebulosa Velo del Este,Восточная туманность Вуаль,網状星雲,NA,NA,NA,NA,NA,NA
NGC 6995,Network Nebula,‎‎سديم الشبكة‎‎,网星云,Verkkosumu,Nébuleuse du Réseau,Netzwerk-Nebel,Nebulosa Rete,망 성운,سحابی شبکه,Nebulosa Red,Туманность Сеть,NA,NA,NA,NA,NA,NA,NA
NGC 6996,Bird's Nest,‎عش الطير‎,鸟巢,NA,NA,Vogelnest,NA,새 둥지,NA,Nido de Pájaro,Птичье гнездо,NA,NA,NA,NA,NA,NA,NA
NGC 7000,North America Nebula,‎‎سديم أمريكا الشمالية‎‎,北美洲星云,Pohjois-Amerikka-sumu,Nébuleuse Amérique du Nord,Nordamerika-Nebel,Nebulosa Nord America,북아메리카 성운,سحابی آمریکای شمالی,Nebulosa Norteamérica,Туманность Северная Америка,北アメリカ星雲,America borealis nebula,NA,NA,NA,NA,NA
NGC 7008,Fetus Nebula,‎‎سديم الجنين‎‎,胎儿星云,SIkiösumu,Nébuleuse du Foetus,Fötus-Nebel,Nebulosa Feto,태아 성운,سحابی جنین,Nebulosa del Feto,Туманность Зародыш,NA,Fetus nebula,NA,NA,NA,NA,NA
NGC 7009,Saturn Nebula,‎سديم زحل‎,土星状星云,Saturnussumu,Nébuleuse de Saturne,Saturn-Nebel,Nebulosa Saturno,토성 성운,سحابی کیوان,Nebulosa de Saturno,Туманность Сатурн,土星状星雲,NA,Satürn Bulutsusu,Νεφέλωμα Κρόνου,NA,NA,NA
NGC 7023,Iris Nebula,‎‎سديم السوسن‎‎,鸢尾花星云,Iirissumu,Nébuleuse de l'Iris,Iris-Nebel,Nebulosa Arcobaleno,아이리스 성운,سحابی عنبیه,Nebulosa Iris,Туманность Ирис,NA,NA,NA,NA,NA,NA,NA
NGC 7026,Cheeseburger Nebula,‎سديم برجر الجبن‎,乳酪汉堡星云,Juustohampurilaisgalaksi,Nébuleuse du Cheeseburger,Cheeseburger-Nebel,Nebulosa Cheeseburger,치즈버거 성운,سحابی چیزبرگر,Nebulosa Quesoburguesa,Туманность Чизбургер,NA,NA,NA,NA,NA,NA,NA
NGC 7027,Pink Pillow Nebula,‎سديم المخدة الزهرية‎,粉枕星云,NA,Nébuleuse du Coussin rose,Rosa-Kissen-Nebel,Nebulosa Cuscino Rosa,분홍 베개 성운,NA,Nebulosa Almohada Rosa,Туманность Розовая подушка,NA,NA,NA,NA,NA,NA,NA
NGC 7048,Peek-a-Boo Nebula,‎سديم الغميضة‎,躲猫猫星云,NA,NA,Kuckuck!-Nebel,NA,까꿍 성운,NA,Nebulosa Peek-a-Boo,Туманность Ку-ку,NA,NA,NA,NA,NA,NA,NA
NGC 7078,Pegasus Cluster,‎حشد الفرس الأعظم‎,飞马座星团,Pegasuksen joukko,Amas de Pégase,Pegasus-Haufen,Ammasso di Pegaso,페가수스 성단,NA,Cúmulo de Pegaso,Скопление Пегаса,NA,Congregatio Pegasi,Kanatlı At Kümesi,NA,צביר פגסוס,NA,NA
NGC 7099,Jellyfish Cluster,‎حشد قنديل البحر‎,海蜇星团,Meduusajoukko,Amas de la Méduse,Quallen-Haufen,Ammasso Medusa,해파리 성단,NA,Cúmulo Medusa,Скопление Медуза,NA,NA,NA,NA,NA,NA,NA
NGC 7129,Small Cluster Nebula,‎سديم الحشد الصغير‎,小星团星云,Pieni rykelmäsumu,Nébuleuse du Petit Amas,Kleiner Haufen-Nebel,Nebulosa Piccolo Ammasso,소성단 성운,سحابی خوشه کوچک,Nebulosa Cúmulo Pequeño,Туманность Малое скопление,NA,Congregatio minor nebula,NA,NA,NA,NA,NA
NGC 7160,Swimming Alligator Cluster,‎حشد التمساح السابح‎,短吻鳄星团,NA,NA,Schwimmender-Alligator-Haufen,NA,해엄치는 악어 성단,NA,Cúmulo Caimán Nadador,Скопление Плывущий аллигатор,NA,NA,NA,NA,NA,NA,NA
NGC 7209,Star Lizard Cluster,‎حشد سحلية النجم‎,飞蜥星团,NA,Amas de l'Étoile du Lézard,Sterneidechsen-Haufen,Ammasso Stella Lucertola,별 도마뱀 성단,NA,Cúmulo Lagarto Estrella,Скопление Звёздная ящерица,NA,Congregatio stellatae lacertae,NA,NA,NA,NA,NA
NGC 7252,Atoms for Peace Galaxy,‎ذرّات لمجرة السّلام‎,核和平星系,Rauhanatomit-galaksi,Galaxie des Atomes pour la paix,Atoms for Peace-Galaxie,Galassia atomi per la pace,평화를 위한 원자 은하,اتمها برای کهکشان پیس,Galaxia de Átomos para la Paz,Галактика Мирный атом,NA,NA,Barış için atom Gökadası,Γαλαξίας Σήμα της Ειρήνης,NA,NA,NA
NGC 7293,Helix Nebula,‎سديم هيلكس‎,螺旋星云,Helix-sumu,Nébuleuse de l'Hélice,Helix-Nebel,Nebulosa Elica,나사 성운,سحابی مارپیچ,Nebulosa de la Hélice,Туманность Улитка,らせん状星雲,Helix nebula,Helis Bulutsusu,Νεφέλωμα Έλικα,ערפילית הסליל,NA,NA
NGC 7317,Stephan's Quintet,‎‎خماسية ستيفان‎‎,史蒂芬五重星系,Stephanin viisikko,Quintette de Stephan,Stephans Quintett,Quintetto di Stephan,스테판의 사중주,پنجگانۀ استفان,Quinteto de Stephan,Квинтет Стефана,ステファンの五つ子,NA,Stephan'ın Beşlisi,Κουιντέτο του Στέφαν,NA,स्टीफन क्विंटेट,NA
NGC 7318,Stephan's Quintet,‎‎خماسية ستيفان‎‎,史蒂芬五重星系,Stephanin viisikko,Quintette de Stephan,Stephans Quintett,Quintetto di Stephan,스테판의 사중주,پنجگانۀ استفان,Quinteto de Stephan,Квинтет Стефана,ステファンの五つ子,NA,Stephan'ın Beşlisi,Κουιντέτο του Στέφαν,NA,स्टीफन क्विंटेट,NA
NGC 7319,Stephan's Quintet,‎‎خماسية ستيفان‎‎,史蒂芬五重星系,Stephanin viisikko,Quintette de Stephan,Stephans Quintett,Quintetto di Stephan,스테판의 사중주,پنجگانۀ استفان,Quinteto de Stephan,Квинтет Стефана,ステファンの五つ子,NA,Stephan'ın Beşlisi,Κουιντέτο του Στέφαν,NA,स्टीफन क्विंटेट,NA
NGC 7320,Stephan's Quintet,‎‎خماسية ستيفان‎‎,史蒂芬五重星系,Stephanin viisikko,Quintette de Stephan,Stephans Quintett,Quintetto di Stephan,스테판의 사중주,پنجگانۀ استفان,Quinteto de Stephan,Квинтет Стефана,ステファンの五つ子,NA,Stephan'ın Beşlisi,Κουιντέτο του Στέφαν,NA,स्टीफन क्विंटेट,NA
NGC 7331,Deer Lick Group,‎‎لعق الغزال‎‎,鹿舔星系群,Nuolukivijoukko,Groupe Deer Lick,NGC 7331 Gruppe,Gruppo Deer Lick,디어 릭 은하단,گروه کهکشانی در فرس اعظم,Grupo de Ciervos Lamiéndose,Солончаковая группа,NA,Caetus Deer Lick,NA,NA,NA,NA,NA
NGC 7380,The Wizard Nebula,‎‎سديم الساحر‎‎,巫师星云,Velhosumu,Nébuleuse du Sorcier,Wizard-Nebel,Nebulosa Mago,마법사 성운,سحابی جادوگر,La Nebulosa Mago,Туманность Колдун,NA,Nebula magici,NA,NA,NA,NA,NA
NGC 7385,NGC 7385 group,مجموعة إن جي سي ٧٣٨٥,7385 星系群,NGC 7385 -joukko,Groupe NGC 3785,NGC 7385-Gruppe,NA,NGC 7385 은하단,NA,Grupo NGC 7385,Группа NGC 7385,NGC7385銀河群,NA,NA,NA,NA,NA,NA
NGC 7424,Grand Design Galaxy,‎‎مجرة التصميم العظيم‎‎,大设计星系,Kehittynyt spiraaligalaksi,Galaxie de grand style,Grand Design-Galaxie,Galassia Gran Disegno,대설계 은하,کهکشان طراحی باشکوه,Galaxia Gran Diseño,Галактика Великий замысел,NA,NA,NA,NA,NA,NA,NA
NGC 7479,Superman Galaxy,‎مجرة سوبرمان‎,超人星系,NA,Galaxie de Superman,Superman-Galaxie,Galassia Superman,슈퍼맨 은하,NA,Galaxia Superman,Галактика Супермэн,NA,NA,NA,NA,NA,NA,NA
NGC 7510,The Dormouse Cluster,‎حشد الفأرة‎,睡鼠星团,NA,Amas du Loir,Siebenschläfer-Haufen,Ammasso Ghiro,동면쥐 성단,NA,Cúmulo del Soñador,Скопление Соня,NA,Congregatio glidis,NA,NA,NA,NA,NA
NGC 7538,Northern Lagoon Nebula,‎سديم البركة الشمالية‎,北礁湖星云,Pohjoinen laguunisumu,NA,Nördlicher Lagunennebel,NA,북쪽 석호 성운,NA,Nebulosa del Lago del Norte,Туманность Северная лагуна,北の干潟星雲,NA,NA,NA,NA,NA,NA
NGC 7552,Grus Quartet,‎‎رباعية الكركي‎‎,天鹤座四重星系,Kurjen nelikko,Quatuor de la Grue,Grus-Quartett,Quartetto della Gru,두루미자리 사중주,چهارقلوی دُرنا,Cuarteto Grus,Квартет Журавля,つる座の四重星,NA,Turna Dörtlüsü,Κουαρτέτο του Γερανού,NA,NA,NA
NGC 7582,Grus Quartet,‎‎رباعية الكركي‎‎,天鹤座四重星系,Kurjen nelikko,Quatuor de la Grue,Grus-Quartett,Quartetto della Gru,두루미자리 사중주,چهارقلوی دُرنا,Cuarteto Grus,Квартет Журавля,つる座の四重星,NA,Turna Dörtlüsü,Κουαρτέτο του Γερανού,NA,NA,NA
NGC 7590,Grus Quartet,‎‎رباعية الكركي‎‎,天鹤座四重星系,Kurjen nelikko,Quatuor de la Grue,Grus-Quartett,Quartetto della Gru,두루미자리 사중주,چهارقلوی دُرنا,Cuarteto Grus,Квартет Журавля,つる座の四重星,NA,Turna Dörtlüsü,Κουαρτέτο του Γερανού,NA,NA,NA
NGC 7599,Grus Quartet,‎‎رباعية الكركي‎‎,天鹤座四重星系,Kurjen nelikko,Quatuor de la Grue,Grus-Quartett,Quartetto della Gru,두루미자리 사중주,چهارقلوی دُرنا,Cuarteto Grus,Квартет Журавля,つる座の四重星,NA,Turna Dörtlüsü,Κουαρτέτο του Γερανού,NA,NA,NA
NGC 7635,Bubble Nebula,‎سديم الفقاعة‎,气泡星云,Kuplasumu,Nébuleuse de la Bulle,Blasen-Nebel,Nebulosa bolla,버블 성운,سحابی حبابی,Nebulosa de la Burbuja,Туманность Пузырь,バブル星雲,NA,Kabarcık Bulutsusu,Νεφέλωμα Φυσαλίδα,ערפילית הבועה,NA,NA
NGC 7654,Cassiopeia Salt-and-Pepper Cluster,‎حشد ملح وفلفل ذات الكرسي‎,仙后座椒盐星团,Kassiopeian suola- ja pippurijoukko,Amas Sel-et-Poivre de Cassiopée,Cassiopeia-Salz-und-Pfeffer-Haufen,Ammasso Cassiopea Sale e Pepe,카시오페이아자리 소금과 후추 성단,خوشه نمک و فلفل ذات الکرسی,Cúmulo Cassiopeia Sal y Pimienta,Скопление Проседь Кассиопеи,NA,NA,NA,NA,NA,NA,NA
NGC 7662,Blue Snowball,‎‎كرة الثلج الزرقاء‎‎,蓝雪球星云,Sininen lumipallo,Boule de neige bleue,Blauer Schneeball,Palla di neve blu,푸른 눈덩이,گلوله‌برفی آبی,Bola de nieve azul,Голубой снежок,青い雪だるま,NA,Mavi Kartopu,Μπλε Χιονόμπαλα,NA,ब्लू स्नोबाल,NA
NGC 7742,Fried-egg Galaxy,‎‎مجرة البيض المقلي‎‎,荷包蛋星系,Paistettu muna -galaksi,Galaxie de l'Oeuf au plat,Spiegelei-Galaxie,Galassia Uovo Fritto,삶은 달걀 은하,کهکشان تخم مرغ نیمرو,Galaxia Huevo Frito,Галактика Яичница,NA,NA,NA,NA,NA,NA,NA
NGC 7789,Caroline's Rose Cluster,‎‎حشد وردة كارولين‎‎,卡洛琳玫瑰星团,Carolinen ruusu,Amas de la Rose de Caroline,Carolines Rosen-Haufen,Ammasso Rosa di Carolina,캐로라인의 장미 성단,خوشه رز کارولین,Cúmulo Rosa de Carolina,Скопление Роза Каролины,NA,Congregatio Rosae Carolinae,NA,NA,NA,NA,NA
NGC 7790,The Widow's Web Cluster,‎حشد نسيج العنكبوت‎,寡妇的网星团,NA,Amas de la Toile de la Veuve,Witwennetz-Haufen,Ammasso Ragnatela della Vedova,위도우의 웹 성단,NA,Cúmulo Tela de Viuda Negra,Скопление Лента вдовы,NA,NA,NA,NA,NA,NA,NA
NGC 7793,Bond's Galaxy,مجرة بوند,邦德星系,NA,NA,Bonds Galaxie,NA,본드의 은하,NA,Galaxia de Bond,Галактика Бонда,NA,NA,NA,NA,NA,NA,NA
NGC 7814,The Little Sombrero Galaxy,‎مجرة القبعة المكسيكية الصغيرة‎,小墨西哥帽星系,Pieni sombrerogalaksi,Galaxie du Petit Sombrero,Kleine Sombrero-Galaxie,Galassia del Piccolo Sombrero,작은 솜브레오 은하,NA,Galaxia del Pequeño Sombrero,Галактика Маленькое сомбреро,NA,Sombrero minor galaxia,NA,NA,NA,NA,NA
IC 10,Starburst Galaxy,‎مجرة الإنفجار النجمي‎,星爆星系,Tähtiryöppygalaksi,Galaxie de l'Éclat d'Étoile,Starburst-Galaxie,Galassia Esplosione di Stella,스타버스트 은하,NA,Galaxia Estallido Estelar,Галактика звездообразования,NA,NA,NA,NA,NA,NA,NA
IC 59,γ Cas Nebula,‎‎سديم جاما ذات الكرسي‎‎,策星云,γ Cassiopeia -sumu,Nébuleuse γ Cas,γ Cas-Nebel,Nebulosa γ Cas,카시오페이아자리 감마 성운,سحابی گاما-ذات الکرسی,Nebulosa γ Cas,Туманность γ Кассиопеи,カシオペヤ座γ星雲,NA,NA,NA,NA,NA,NA
IC 63,γ Cas Nebula,‎‎سديم جاما ذات الكرسي‎‎,策星云,γ Cassiopeia -sumu,Nébuleuse γ Cas,γ Cas-Nebel,Nebulosa γ Cas,카시오페이아자리 감마 성운,سحابی گاما-ذات الکرسی,Nebulosa γ Cas,Туманность γ Кассиопеи,カシオペヤ座γ星雲,NA,NA,NA,NA,NA,NA
IC 342,Maffei 1 Group,‎مجموعة مافي 1‎,马费伊1星系群,Maffei 1 -ryhmä,NA,Maffei 1 Gruppe,NA,마페이 1 은하단,NA,Grupo Maffei 1,Группа Маффей 1,マフェイ1銀河群,NA,NA,NA,NA,NA,NA
IC 348,ο Per Cloud,‎سحابة أوميكرون حامل رأس الغول‎,卷舌五星云,NA,Nuage ο Per,ο Per-Wolke,Ammasso ο Per,페가수스자리 오미크론 성운,NA,Nube ο Per,Облако ο Персея,ペルセウス座ο星雲,NA,NA,NA,NA,NA,NA
IC 349,Barnard's Merope Nebula,‎سديم بارنارد ميروب‎,巴纳德昴宿五星云,Barnardin Merope-sumu,Nébuleuse de Mérope de Barnard,Barnards Merope-Nebel,Nebulosa Merope di Barnard,바너드의 메로페 성운,NA,Nebulosa Merope de Barnard,Туманность Меропа Барнарда,バーナードのメローペ星雲,NA,NA,NA,NA,NA,NA
IC 405,Flaming Star Nebula,‎السّديم اللامع الملتهب‎,火焰之星星云,Liekehtivä tähtisumu,Nébuleuse de l'Étoile flamboyante,Flammender Stern-Nebel,Nebulosa stella fiammeggiante,불꽃별 성운,سحابی ستارۀ Flaming,Nebulosa de la Estrella llameante,Туманность Пылающая звезда,曲玉星雲,NA,Parlayan Yıldız Bulutsusu,Νεφέλωμα Φλεγόμενος Αστέρας,NA,NA,NA
IC 410,The Tadpoles,‎الشراغيف‎,小蝌蚪星云,Nuijapäät,Les Têtards,Kaulquappen,I Girini,올챙이,NA,Los Renacuajos,Головастики,NA,NA,NA,NA,NA,NA,NA
IC 417,Spider Nebula,‎‎سديم العقرب‎‎,蜘蛛星云,Hämähäkkisumu,Nébuleuse de l'araignée,Spinnennebel,Nebulosa Ragno,거미 성운,سحابی عنکبوت,Nebulosa de la Araña,Туманность Паук,NA,NA,NA,NA,NA,NA,NA
